NACA 23045
   0.9848078     -0.1736482    
   0.9759539     -0.1612591    
   0.9600591     -0.1487817    
   0.9399428     -0.1332769    
   0.9141937     -0.1139140    
   0.8818050     -0.9028377E-01
   0.8431417     -0.6307166E-01
   0.8000838     -0.3397537E-01
   0.7548861     -0.4758552E-02
   0.7092994      0.2333897E-01
   0.6645039      0.4956678E-01
   0.6212819      0.7349514E-01
   0.5801350      0.9491097E-01
   0.5413473      0.1137607    
   0.5050332      0.1301070    
   0.4711824      0.1440905    
   0.4397015      0.1558955    
   0.4104485      0.1657249    
   0.3832583      0.1737815    
   0.3579607      0.1802577    
   0.3343910      0.1853299    
   0.3123968      0.1891559    
   0.2918404      0.1918759    
   0.2725999      0.1936132    
   0.2545690      0.1944767    
   0.2376552      0.1945627    
   0.2217767      0.1939424    
   0.2068315      0.1926467    
   0.1927050      0.1907027    
   0.1792929      0.1881357    
   0.1665075      0.1849672    
   0.1542782      0.1812157    
   0.1425498      0.1768967    
   0.1312802      0.1720239    
   0.1204386      0.1666102    
   0.1100033      0.1606681    
   0.9996137E-01  0.1542108    
   0.9030677E-01  0.1472530    
   0.8104007E-01  0.1398114    
   0.7216748E-01  0.1319054    
   0.6370014E-01  0.1235580    
   0.5565321E-01  0.1147955    
   0.4804488E-01  0.1056481    
   0.4089524E-01  0.9614920E-01
   0.3422517E-01  0.8633478E-01
   0.2805513E-01  0.7624252E-01
   0.2240426E-01  0.6591051E-01
   0.1728955E-01  0.5537617E-01
   0.1272530E-01  0.4467518E-01
   0.8722805E-02  0.3384095E-01
   0.5290166E-02  0.2290445E-01
   0.2432008E-02  0.1189418E-01
   0.1483885E-03  0.8323189E-03
  -0.1538862E-02 -0.1011519E-01
  -0.2608344E-02 -0.2076364E-01
  -0.3072990E-02 -0.3114085E-01
  -0.2941212E-02 -0.4126905E-01
  -0.2217897E-02 -0.5117039E-01
  -0.9046099E-03 -0.6086600E-01
   0.1000106E-02 -0.7037564E-01
   0.3500373E-02 -0.7971810E-01
   0.6602973E-02 -0.8891165E-01
   0.1031749E-01 -0.9797476E-01
   0.1465693E-01 -0.1069266    
   0.1963840E-01 -0.1157873    
   0.2528401E-01 -0.1245781    
   0.3162163E-01 -0.1333205    
   0.3868529E-01 -0.1420355    
   0.4651501E-01 -0.1507420    
   0.5515567E-01 -0.1594542    
   0.6465472E-01 -0.1681788    
   0.7505833E-01 -0.1769113    
   0.8640628E-01 -0.1856320    
   0.9872619E-01 -0.1943026    
   0.1120291     -0.2028645    
   0.1263096     -0.2112397    
   0.1415543     -0.2193364    
   0.1577629     -0.2270571    
   0.1749883     -0.2343106    
   0.1933490     -0.2410562    
   0.2129787     -0.2472793    
   0.2340259     -0.2529527    
   0.2566566     -0.2580360    
   0.2810560     -0.2624754    
   0.3074283     -0.2662021    
   0.3359939     -0.2691327    
   0.3669844     -0.2711683    
   0.4006299     -0.2721962    
   0.4371403     -0.2720934    
   0.4766749     -0.2707327    
   0.5193018     -0.2679944    
   0.5649452     -0.2637806    
   0.6133273     -0.2580356    
   0.6639021     -0.2507690    
   0.7157685     -0.2420877    
   0.7675213     -0.2322516    
   0.8170591     -0.2217613    
   0.8617212     -0.2113933    
   0.8993531     -0.2019666    
   0.9295350     -0.1939308    
   0.9533559     -0.1872772    
   0.9723510     -0.1817838    
   0.9848078     -0.1736482    
