  0.000000   0.000000
  0.000602  -0.003160
  0.002408  -0.006308
  0.005412  -0.009443
  0.009607  -0.012559
  0.014984  -0.015649
  0.021530  -0.018707
  0.029228  -0.021722
  0.038060  -0.024685
  0.048005  -0.027586
  0.059039  -0.030416
  0.071136  -0.033170
  0.084265  -0.035843
  0.098396  -0.038431
  0.113495  -0.040929
  0.129524  -0.043326
  0.146447  -0.045610
  0.164221  -0.047773
  0.182803  -0.049805
  0.202150  -0.051694
  0.222215  -0.053427
  0.242949  -0.054994
  0.264302  -0.056376
  0.286222  -0.057547
  0.308658  -0.058459
  0.331555  -0.059046
  0.354858  -0.059236
  0.378510  -0.058974
  0.402455  -0.058224
  0.426635  -0.056979
  0.450991  -0.055257
  0.475466  -0.053099
  0.500000  -0.050563
  0.524534  -0.047719
  0.549009  -0.044642
  0.573365  -0.041397
  0.597545  -0.038043
  0.621490  -0.034631
  0.645142  -0.031207
  0.668445  -0.027814
  0.691342  -0.024495
  0.713778  -0.021289
  0.735698  -0.018232
  0.757051  -0.015357
  0.777785  -0.012690
  0.797850  -0.010244
  0.817197  -0.008027
  0.835779  -0.006048
  0.853553  -0.004314
  0.870476  -0.002829
  0.886505  -0.001592
  0.901604  -0.000600
  0.915735   0.000157
  0.928864   0.000694
  0.940961   0.001033
  0.951995   0.001197
  0.961940   0.001212
  0.970772   0.001112
  0.978470   0.000935
  0.985016   0.000719
  0.990393   0.000497
  0.994588   0.000296
  0.997592   0.000137
  0.999398   0.000035
  1.000000   0.000000
